PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,quality_score
mnkJK,2r4r/pp1n3p/3k1b2/q2ppQ2/4P2p/5N2/P1PR1PPP/5RK1 b - - 4 21,d5d4 d2d4 e5d4 f5a5,1360,74,95,32665,crushing middlegame short,https://lichess.org/M5fjdQhN/black#42,,0.7897655542939285
qkob7,rnbqk2r/pp2bppp/2p2n2/4p3/2B1P3/5N2/PPP1QPPP/RNB1K2R w KQkq - 0 7,f3e5 d8a5 b1c3 a5e5,1596,75,95,29175,advantage fork opening short,https://lichess.org/ruUADToS#13,Philidor_Defense Philidor_Defense_Other_variations,0.8022888518780841
SCU7B,8/5p2/6p1/3k2Pp/p4P1P/P2K4/8/8 w - - 0 44,d3e3 d5c4 f4f5 c4b3 f5f6 b3a3,1559,76,96,13979,crushing endgame long pawnEndgame,https://lichess.org/zS4KgQDc#87,,0.783531759040865
2oGhn,3q1rk1/1pp2ppp/1b1pbn2/r3p1B1/4P3/1QPP1N2/1P1N1PPP/R4RK1 w - - 2 14,b3b4 c7c5 b4a5 b6a5,1717,76,95,16634,advantage middlegame short trappedPiece,https://lichess.org/2jFSm4hw#27,Italian_Game Italian_Game_Giuoco_Pianissimo,0.7816527601071015
4ohVx,8/5ppk/2p3p1/8/8/8/PP3PKQ/3q1r2 b - - 3 36,d1h5 h2h5 g6h5 g2f1 h7g6 a2a4,1427,76,96,17295,crushing defensiveMove endgame long,https://lichess.org/y6hJvcLW/black#72,,0.7791435805118229
x0VOB,r1b2rk1/5p1p/p4npQ/q1n1N3/1p2PN2/5P1P/PPPR2P1/2K2B1R w - - 1 20,c1b1 b4b3 a2b3 a5d2,1600,75,93,17411,advantage discoveredAttack middlegame short,https://lichess.org/YixwpNfQ#39,,0.7843347253725439
pJVQl,r2qk2r/ppp2ppp/2n5/b2P4/4p1b1/PQN5/1P2PP1P/R1B1K1NR b KQkq - 0 11,c6d4 b3a4 d8d7 a4d4,1552,75,95,27954,advantage fork opening short,https://lichess.org/7BL035mz/black#22,Grob_Opening Grob_Opening_Grob_Gambit,0.7981300327837896
GnHFc,6k1/p1b4p/1pp3p1/2p2p2/2P1n3/5Q1P/PP3PP1/4rBK1 w - - 2 31,g2g4 e1f1 g1f1 e4d2 f1g2 d2f3,1479,75,95,20437,attraction crushing endgame fork long sacrifice,https://lichess.org/ML92XNmv#61,,0.7854852824406006
IqUUO,8/8/5pk1/4p1p1/4P1P1/3PK1R1/1r6/8 w - - 0 55,d3d4 b2b3 e3f2 b3g3 f2g3 e5d4 g3f2 g6f7,1704,74,94,11116,crushing defensiveMove endgame rookEndgame veryLong,https://lichess.org/fdhQy5al#109,,0.7733584256042365
PB9Up,1r6/1n2r1k1/p2p1R1R/8/8/1P4P1/6P1/6K1 b - - 0 41,e7f7 f6g6 g7f8 h6h8 f8e7 h8b8,1486,77,95,25894,crushing endgame exposedKing long skewer,https://lichess.org/8cttKJkA/black#82,,0.7882639480343785
Z87u0,8/4k3/p7/1p3Q2/5K2/1P2PP2/8/6q1 w - - 2 48,f5g5 g1g5 f4g5 a6a5 g5f5 a5a4,1526,76,96,20693,crushing endgame long queenEndgame quietMove,https://lichess.org/UjrLzIV6#95,,0.7904733280473183
T6qRj,r6k/4r1pp/6p1/1p1qP3/p1nP3R/P7/2BQ2PP/4R1K1 w - - 7 26,c2e4 d5e4 h4e4 c4d2,1544,74,94,28024,advantage middlegame short,https://lichess.org/InVhU8Db#51,,0.796284164713896
AJvvf,6k1/4R3/3p2P1/2p4R/1bP5/6P1/3p1PK1/2r5 w - - 1 38,g6g7 c1g1 g2h2 g1h1 h2h1 d2d1q h1g2 d1h5,1709,72,94,9571,advancedPawn attraction crushing endgame fork promotion veryLong,https://lichess.org/eZLDnB0Q#75,,0.7727861914113402
HHj7j,r4rk1/3b1ppp/p2pp3/8/2Q1Pb2/2N5/PPP2P1P/1K1R4 w - - 2 19,c3e2 d7b5 c4c3 b5e2,1525,77,92,19551,advantage master middlegame short skewer,https://lichess.org/Df1W6plJ#37,Sicilian_Defense Sicilian_Defense_Najdorf_Variation,0.7753891166251868
hMjnQ,r3k2r/ppp2ppp/3bp3/3N3b/2BP3q/5P1P/PPP2P2/R1BQRK2 w kq - 1 13,d5e3 h4h3 f1e2 h5f3,1568,75,95,17386,crushing middlegame short,https://lichess.org/VdM8IZs5#25,Scandinavian_Defense Scandinavian_Defense_Modern_Variation,0.7880133066958762
qQbuc,3r2k1/2q1bppp/8/2p1p3/1pQnP3/1P3N1P/2PB1PP1/4R1K1 w - - 5 27,d2b4 d4f3 g2f3 d8d4 c4c3 d4b4,1599,74,95,13815,clearance crushing long middlegame skewer,https://lichess.org/7oPQECi6#53,,0.7864444614215176
F7Ew9,2b2r2/2q1ppk1/2p3pp/ppN1P3/4Q1P1/P4P2/1PRr3P/4R1K1 b - - 4 33,d2d5 e4d5 c6d5 c5e6 c8e6 c2c7,1785,73,95,15314,advantage discoveredAttack long middlegame sacrifice,https://lichess.org/kHA4Y52X/black#66,,0.7798316923556837
cyeNQ,r3k2r/2p1qppp/1p1bp3/1P1p4/P1nPP3/8/2QB1PPP/RN3RK1 b kq - 0 18,c4d2 c2c6 e7d7 c6a8 e8e7 a8h8,1624,75,97,6593,advantage fork long middlegame skewer,https://lichess.org/cALMlplC/black#36,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,0.7740247626921068
QMg97,r7/5pkp/1Q2p1p1/8/Pb6/1P4PP/4qP2/5RK1 b - - 2 30,b4c3 b6c6 e2d3 c6a8,1496,76,95,26083,advantage endgame fork master short,https://lichess.org/5o55hWtt/black#60,,0.7908178525227536
NM13h,r1b1r1k1/pppp1ppp/5n2/2b1q3/2B1P3/2P2N2/P3QPPP/R1B1R1K1 b - - 9 12,e5e4 c4f7 g8f7 f3g5 f7g8 g5e4,1624,77,96,21904,advantage attraction fork long opening sacrifice,https://lichess.org/PK19cELi/black#24,Scotch_Game Scotch_Game_Goring_Gambit,0.7961595026695644
CojFr,8/3R2pk/7p/1r1n4/3p4/3N1PKP/6P1/8 b - - 7 39,h7g6 d7d5 b5d5 d3f4 g6f5 f4d5,1668,74,96,14171,attraction crushing endgame fork long sacrifice,https://lichess.org/znnjPVY9/black#78,,0.7876888980179173
W7qqD,r3k2r/ppq3p1/2n1p1p1/3p2N1/1P2p3/P1P1P2P/6P1/RN3QK1 b kq - 0 20,h8f8 f1f8 e8f8 g5e6 f8e7 e6c7,1377,73,95,18207,attraction crushing exposedKing fork long middlegame sacrifice,https://lichess.org/wGtNnaz7/black#40,,0.7787880813065526
AMckk,1rb1r3/5kp1/7p/2qp3P/1p6/5P2/1PPQN3/R4R1K b - - 1 25,e8e5 d2f4 e5f5 f4b8 f5h5 h1g2,1660,76,94,25833,advantage fork long middlegame,https://lichess.org/tRMoGj9H/black#50,,0.793164897500378
pNYOU,R7/4N1pk/4p2p/4q3/3p4/7P/P4rP1/6RK b - - 1 36,d4d3 a8h8 h7h8 e7g6 h8h7 g6e5,1489,75,94,29518,advantage attraction endgame fork long sacrifice,https://lichess.org/2ECQE4Qo/black#72,,0.7919176747350241
QWAJN,8/2R5/2p1k1p1/1p1p1pP1/1P1PnP2/2P1K3/2r1N3/8 b - - 15 43,e4c3 c7c6 e6d7 c6c3,1555,75,97,23099,crushing endgame short,https://lichess.org/ByhFYah2/black#86,,0.7998210061981832
QD9F6,8/8/1pB2P1p/pPb3p1/P5P1/3Kp1kP/8/8 w - - 1 45,f6f7 g3f2 f7f8q c5f8,1585,76,95,14162,bishopEndgame crushing endgame master masterVsMaster short,https://lichess.org/sZQOdwdf#89,,0.7826986141395144
dBaQN,8/6R1/3rk2p/3p2PP/2pPp3/4K3/8/8 b - - 0 50,h6g5 g7g6 e6e7 g6d6 e7d6 h5h6,1490,77,96,16722,crushing endgame long rookEndgame,https://lichess.org/zX1FFtjm/black#100,,0.7811812528258112
NKUJ6,6k1/2p2qp1/3pQ2p/p2P1P2/2pP4/1r5P/1P4P1/4R1K1 b - - 1 29,b3b2 e6c8 g8h7 e1e8 f7e8 c8e8,1614,74,97,13041,clearance crushing endgame long quietMove,https://lichess.org/cZnonIiQ/black#58,,0.7921495767220192
Agwm6,N2q3r/pp1k1ppp/2nbpn2/3p1b2/3P1B2/P3P3/1PP1BPPP/R2QK1NR w KQ - 1 10,e2b5 d8a5 b2b4 a5b5 f4d6 d7d6,1463,76,96,21534,advantage fork long middlegame,https://lichess.org/4z0IhPhS#19,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,0.7869147131484493
1eWGi,8/5p2/8/p2p1PP1/k3bK2/P7/8/8 b - - 0 43,a4a3 g5g6 f7g6 f5f6,1477,77,96,21938,bishopEndgame crushing endgame short,https://lichess.org/wtzg9HEq/black#86,,0.7866894889885617
sZhMD,4r3/2p1k1pp/1p6/p1PP4/3K4/8/P6P/5R2 b - - 0 27,e8f8 d5d6 c7d6 c5d6 e7d6 f1f8,1628,78,96,18627,crushing endgame exposedKing long rookEndgame,https://lichess.org/igZrOwwF/black#54,,0.7903643393425726
cqz30,3rr3/2q2pkp/p2p1np1/1pp5/4PP2/P1N2Q1P/1PPR2P1/5RK1 b - - 0 23,c7c6 e4e5 c6f3 e5f6,1661,73,95,17098,advantage middlegame sacrifice short,https://lichess.org/9zq8BVjD/black#46,,0.7913079737307568
XB6WU,6k1/1b1q2pp/3p2r1/2pP1pB1/rpPb4/3P1Q1P/1P4PN/1R3R1K w - - 2 25,f3f5 d7f5 f1f5 b7c8 f5f1 g6g5,1631,74,96,17023,advantage long middlegame,https://lichess.org/8FhSdQxn#49,,0.7946814591666851
SiZ0A,8/5R2/p3kpBP/1p6/8/3p1Pb1/PP3r2/3K4 b - - 0 39,d3d2 h6h7 f2h2 f7f8,1609,76,95,23985,advancedPawn advantage endgame short,https://lichess.org/T6dppqvC/black#78,,0.7969067210759978
IjCUs,k1r4r/pb1qn1bp/1pn5/1N2Pp2/Q2N1B2/8/PPP3PP/3RR1K1 b - - 6 21,h8d8 d4c6 b7c6 d1d7,1645,75,95,25204,advantage discoveredAttack middlegame short,https://lichess.org/oAiAU2eb/black#42,,0.7983192692876608
AmcmS,r5k1/pp3pp1/4p2p/7P/3Q2R1/P7/1PP3q1/1K6 b - - 1 25,g2h1 g4g1 e6e5 d4g4 h1g1 g4g1,1793,72,95,17030,advantage clearance defensiveMove endgame long,https://lichess.org/urpoYkEA/black#50,,0.7834448408880129
U8Zyv,r1bqk2r/pp1p1ppp/2n1p3/4P3/1b1PnP2/2NQ4/PP4PP/R1B1KBNR b KQkq - 2 8,d8h4 g2g3 e4g3 d3g3 h4g3 h2g3,1507,74,95,26689,advantage defensiveMove long opening,https://lichess.org/AlZqG2ia/black#16,Sicilian_Defense Sicilian_Defense_Alapin_Variation,0.7954820619619167
K0o1P,2R5/1P6/2K1pk1p/6p1/8/5p1P/1r6/8 b - - 1 49,f6e7 b7b8q b2b8 c8b8,1617,76,94,14724,advancedPawn crushing endgame promotion short,https://lichess.org/2QU4YS3Y/black#98,,0.7829087030589716
iPZht,5k2/1p3Bpp/1p6/2p1N3/3n1K2/5P2/6rP/3R4 w - - 0 25,f7d5 g7g5 f4e3 g2e2 e3d3 e2e5,1740,74,95,15532,advantage endgame long master skewer,https://lichess.org/6dAha41G#49,,0.7817167617245554
a8FpA,8/8/6kp/1P6/8/P1P3n1/6p1/2K1R3 w - - 2 48,c1d2 g3f1 d2e2 g2g1q,1614,76,95,19895,advancedPawn advantage endgame promotion short,https://lichess.org/2QHAYQpM#95,,0.7928310416635722
aqvwn,8/4Q1bk/6p1/q4p1p/2nP3P/BpP1P3/5RP1/6K1 w - - 1 35,a3b4 a5a1 g1h2 b3b2 f2b2 a1b2,1523,77,94,23494,advancedPawn advantage endgame long master,https://lichess.org/KFN45xdI#69,,0.7856023693972358
XObv2,r2r2k1/1p2ppb1/p1n3pp/8/P1B2B2/1P2PP1P/5P2/3R1RK1 b - - 0 18,c6a5 d1d8 a8d8 f4c7 a5c4 c7d8,1444,76,96,19246,attraction crushing fork long master middlegame,https://lichess.org/NGbynbpZ/black#36,Grunfeld_Defense Grunfeld_Defense_Brinckmann_Attack,0.7828931175691953
h687h,2b2q1k/2R3pp/p4p2/8/2QN2P1/6K1/P4PP1/1r5r b - - 2 37,f8d6 f2f4 b1b8 c7c8 d6f8 c8f8,1473,77,95,20989,advantage long middlegame,https://lichess.org/7E1kX4qj/black#74,,0.7823550128779404
HFhTW,8/8/1Kp1r1p1/1p2Pk2/1P2n2p/3N4/2P5/5R2 b - - 3 43,f5g4 f1f4 g4g3 f4e4,1529,77,95,20471,crushing endgame fork short,https://lichess.org/dj5TlZMG/black#86,,0.7857653449869092
oBHvn,8/8/8/1pP2kpp/1P6/5KP1/8/8 w - - 2 48,c5c6 f5e6 c6c7 e6d7 c7c8q d7c8,1585,75,96,11422,crushing endgame long master pawnEndgame,https://lichess.org/qtb8pOGv#95,,0.7822670116055618
eMtKs,3r1k2/3B4/5p1p/p3p1pP/Pp2P1P1/1Pb1P3/2P5/2KR4 w - - 3 39,d7f5 c3b2 c1b2 d8d1,1374,72,96,22715,crushing deflection endgame queensideAttack short,https://lichess.org/FQWEQwhW#77,,0.788485699715039
2SkQo,8/8/1p6/5p2/2P5/P5k1/1P1K4/8 w - - 0 50,d2e1 g3g2 e1d2 f5f4,1608,72,95,17094,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/29OHM2wn#99,,0.7954708796471358
3FENC,r6r/ppp2k2/2n1qnpp/4p3/4P2Q/2P1B3/PP1N2PP/R4RK1 b - - 3 16,a8g8 f1f6 e6f6 a1f1,1524,72,95,25396,crushing fork middlegame pin sacrifice short,https://lichess.org/myVTF3Gq/black#32,Italian_Game Italian_Game_Deutz_Gambit,0.7988530392507894
u4qWj,3r1r2/pp3pk1/1q1Np1p1/2n5/5Q1P/2P5/PP3KP1/R2R4 w - - 3 29,f2g3 d8d6 d1d6 b6d6 f4d6 c5e4 g3f3 e4d6,1672,75,96,16665,attraction crushing fork middlegame sacrifice veryLong,https://lichess.org/heCItbrm#57,,0.7895801580070186
ceKcz,1r5k/p3r1pp/8/2pQq3/4PN2/6P1/PPP4P/4R1K1 b - - 4 27,b8b2 d5e5 e7e5 f4d3 b2c2 d3e5,2133,85,91,207234,advantage attraction endgame fork long,https://lichess.org/9asF2oYG/black#54,,0.7847281568973163
j0J6z,8/p1b3kp/1p4p1/1P6/2P1KP2/3P3P/r5P1/4R3 b - - 2 40,a2g2 e4f3 g2d2 e1e7,1683,75,96,24477,advantage clearance endgame short,https://lichess.org/7lNnI4YS/black#80,,0.7979090366694935
T69tb,3r4/Qpk3p1/2p5/3p2Pp/7P/P1PKr3/P5q1/1RB5 w - - 0 28,c1e3 g2e4 d3d2 e4b1 e3f4 c7d7,1628,75,93,13282,crushing defensiveMove endgame long skewer,https://lichess.org/ys5LqBeF#55,,0.7783452501025303
vd3je,r4n2/2p4k/p2r1p1p/1pp2Pq1/5P1N/1PP4P/P1Q4K/R3R3 b - - 0 31,g5h4 e1e7 h7h8 c2g2 h4f4 h2h1,1515,75,96,9379,advantage defensiveMove long middlegame,https://lichess.org/4hvT3nZJ/black#62,,0.7725909241827138
0k93m,6k1/1R5p/p3Pp1r/8/5P1p/8/1P6/6K1 b - - 0 39,f6f5 b7b8 g8g7 e6e7,1732,74,96,17328,advancedPawn crushing endgame master masterVsMaster rookEndgame short,https://lichess.org/B5vPjjwl/black#78,,0.7878830851298426
brgFw,6k1/1p4p1/p2p1q2/3PnP1Q/2r1P3/2P4R/P6P/7K b - - 6 33,c4e4 h5e8 f6f8 h3h8 g8h8 e8f8,1590,73,96,17790,attraction clearance crushing deflection endgame long pin,https://lichess.org/7Mn2RhMK/black#66,,0.7964638642986946
qAL4O,r1b2rk1/pp3pbp/1q2p1p1/2npP3/5PP1/PBN1QN1P/1PP5/2KR3R w - - 0 17,b3a2 c5b3 a2b3 b6e3,1261,75,95,28159,crushing discoveredAttack middlegame queensideAttack short,https://lichess.org/YT2fShZt#33,Modern_Defense Modern_Defense_Pseudo-Austrian_Attack,0.7775027148058922
B6Oxi,2Q5/6pk/p6p/8/7r/6Q1/6R1/1q3K2 w - - 7 52,g3e1 h4h1 g2g1 h1g1 f1g1 b1e1,1534,75,96,20324,attraction crushing endgame exposedKing long master,https://lichess.org/2w3YKVT4#103,,0.7922851941632802
gmF1J,3k4/p5QP/2pp4/1p2p3/4P1b1/2N3q1/PP4P1/4K3 w - - 5 30,e1f1 g4e2 f1e2 g3g7,1655,74,96,8065,crushing discoveredAttack endgame master short,https://lichess.org/E9lDYQVI#59,,0.7752535578443279
hopJE,2r3k1/2r1qpp1/p3p3/1p1pN1P1/3PnP2/1PPQ4/P1R3K1/4R3 w - - 0 25,d3h3 c7c3 c2c3 c8c3,1387,78,96,28288,advantage middlegame short,https://lichess.org/VliDlE60#49,,0.7846175257659269
1iUmo,5rk1/p1p2ppb/2p4p/4p3/1PP2qPb/P6P/1B2QP2/R3K2R w KQ - 0 21,b2c1 h4f2 e2f2 f4e4 c1e3 e4h1,1794,76,96,11852,attackingF2F7 crushing fork long middlegame sacrifice,https://lichess.org/Mviq74H6#41,,0.7711120237778366
8uyeA,3r1rk1/p5q1/1p1p3p/1P1NpbpB/2Pn4/3P4/5PPP/1R1Q1RK1 b - - 1 24,f5g6 h5g6 g7g6 d5e7 g8f7 e7g6,1321,75,96,16837,attraction crushing exposedKing fork long middlegame,https://lichess.org/F0v3PsiF/black#48,,0.7725970354761116
CGxw4,3qr1k1/1p4pp/p4p2/2b1nP2/2P1QB2/1PN4P/1P4PK/5R2 w - - 0 30,f1d1 d8d1 c3d1 e5g4 h3g4 e8e4,1738,74,95,9302,crushing discoveredAttack long middlegame sacrifice,https://lichess.org/2fktUMQi#59,,0.7697040202666793
qcLAy,5r1k/p2r2p1/q2b2Q1/1p1p1N2/3Pn3/1P6/PB3PPP/1BRR2K1 w - - 0 29,d1d3 d6h2 g1h2 a6g6 d3h3 h8g8,1525,76,94,23835,advantage defensiveMove discoveredAttack long middlegame,https://lichess.org/nfI4EIMG#57,,0.7877536774808191
FyTKU,r4r2/1p1nq1pk/1b1p3p/pP1Bp3/P3PpQ1/3P4/5PPP/R1B2R1K w - - 4 22,d5b7 d7f6 g4f5 g7g6 f5h3 e7b7,1499,75,96,20920,advantage defensiveMove long middlegame,https://lichess.org/bxmScmmU#43,,0.7904687387502194
FMouT,1r3rk1/p1p3p1/3bb1qp/2p1p3/2P1Pp2/B4N1P/P1Q1KPP1/3RR3 b - - 0 24,g6g2 e1g1 g2h3 g1h1 h3g4 d1g1,1633,75,96,16628,advantage clearance long middlegame,https://lichess.org/FwoPmNda/black#48,,0.7923151612830331
BBTEI,r4rk1/pp1q2bp/2np2p1/2pP4/P4Pb1/1QP2N2/1P4BP/R1B1R1K1 b - - 0 18,g4f3 d5c6 d7f7 b3f7 f8f7 g2f3,1717,74,97,7428,advantage discoveredAttack long master middlegame,https://lichess.org/7bnFRIfm/black#36,Sicilian_Defense Sicilian_Defense_Hyperaccelerated_Dragon,0.771871083626309
NrgBD,rn1q2k1/1p3r1p/2pb1p2/pP1p4/P2PpNQP/4P3/5PP1/RN2K2R b KQ - 0 21,f7g7 g4g7 g8g7 f4e6 g7g8 e6d8,1660,75,97,12646,attraction crushing fork long middlegame sacrifice,https://lichess.org/4Woi9zdI/black#42,,0.7868944517833559
Hc93v,r3kb1r/1bq2ppp/p2p1n2/1p2pP2/4N1P1/PN2BB2/1PP4P/R2QK2R b KQkq - 0 14,b7e4 f3e4 f6e4 d1d5 a8c8 d5e4,1517,77,95,19802,advantage fork long middlegame,https://lichess.org/OYAiiEZz/black#28,Sicilian_Defense Sicilian_Defense_Scheveningen_Variation,0.7841197520212685
g6Vxg,8/8/8/R6B/4n3/4k1PK/P7/7r w - - 1 56,h3g4 e4f6 g4g5 h1h5 g5f6 h5a5,1768,74,97,8060,crushing endgame long skewer,https://lichess.org/v6JoP8Hc#111,,0.770161656284897
j6CNw,r1b2rk1/ppp3p1/2n1p2p/5p2/3q4/3B1Q2/PPP1N1PP/1R3R1K b - - 3 14,d4g4 f3g4 f5g4 d3h7 g8h7 f1f8,1682,74,97,10984,advantage deflection kingsideAttack long middlegame,https://lichess.org/CPGT3C5y/black#28,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Euwe_Defense,0.7836477380623578
RlVJO,r2r2k1/2q2pp1/2p1pn2/pp4N1/7R/2Q4P/PPP2P2/1K2R3 b - - 4 23,c7d6 h4h8 g8h8 g5f7 h8g8 f7d6,1486,75,96,27840,advantage attraction deflection fork long master middlegame sacrifice,https://lichess.org/dcgXWnbB/black#46,,0.7963154807283411
aRfTe,8/8/6pp/8/5pKP/R7/2r2kP1/8 w - - 12 54,g4f4 c2c4 f4e5 c4h4,1649,81,95,26271,crushing endgame master masterVsMaster rookEndgame short skewer,https://lichess.org/thd9M8Mh#107,,0.7890165001091861
pspDP,rn2kb1r/ppp1qppp/4bn2/4N3/8/8/PPPP1PPP/RNBQKB1R w KQkq - 1 7,b1c3 e6g4 f1e2 e7e5,1303,76,95,28796,advantage discoveredAttack opening pin short,https://lichess.org/kygngUQV#13,Russian_Game Russian_Game_Paulsen_Attack,0.7793686084170779
QVm6t,8/1p1q2k1/4r1pp/3p1p2/1p1P1Q1P/rP3PR1/PKP5/6R1 w - - 2 25,f4f5 a3a2 b2a2 e6a6 a2b2 d7f5,1381,75,95,29078,attraction crushing discoveredAttack endgame long sacrifice,https://lichess.org/4Gn5SpgT#49,,0.7868417649048586
m66XK,3r3k/pQ4b1/2p3p1/2P1p3/5p1q/2P2P1p/PP5B/4RK1B w - - 0 31,b7c6 d8d2 c6c8 h8h7 h2g1 h3h2,1400,73,93,24067,advancedPawn crushing defensiveMove long middlegame,https://lichess.org/PZTokJhi#61,,0.7810484052718226
tF97C,8/p5pk/3Nqpn1/1P2P2p/r6P/5PQ1/6P1/3R3K w - - 0 33,e5f6 a4h4 h1g1 e6e3 g3f2 h4h1 g1h1 e3f2,1561,74,95,32364,crushing deflection endgame veryLong,https://lichess.org/e9pQZrF7#65,,0.8039134491052066
B4bAh,1r1b2k1/q4pp1/b1p1p2p/p1Pp4/N2Pn3/P6P/1P2BPP1/1R1Q1RK1 w - - 4 22,a4c3 e4c3 b2c3 b8b1 d1b1 a6e2,1646,76,95,17961,advantage long middlegame,https://lichess.org/FC14VHbR#43,,0.7885477311413506
3xHgl,1R6/4kp1p/6p1/3pP3/p7/4P2P/r2r1PP1/1R4K1 b - - 1 41,d2f2 b1b7 e7e6 b8e8 e6f5 b7f7 f5e4 f7f2 a2f2 g1f2,1542,76,95,20925,crushing deflection endgame interference rookEndgame veryLong,https://lichess.org/feE5D8tr/black#82,,0.7888813625599409
CSokY,6k1/pp3pp1/2p4P/P2p2r1/1P1B2r1/4Pq2/3R1P1Q/R4K2 w - - 1 34,h6h7 g8h8 d4g7 g5g7,1469,75,95,30126,advantage middlegame short,https://lichess.org/JXZiRtND#67,,0.793971523068126
3xBVO,3r3r/6k1/p2Nppq1/8/2P5/4Q1B1/PP3PP1/3R2K1 w - - 6 33,c4c5 g6h5 f2f3 h5h1 g1f2 h1d1,1566,78,96,18132,advantage long middlegame skewer,https://lichess.org/LOvnQe8I#65,,0.7868665228757378
74BvF,2r2rk1/p1qnp2p/2p2bp1/1p1n2B1/3P4/2PB1Q1P/PP1N2P1/R4R1K w - - 0 18,g5h6 f6g7 h6g7 f8f3,1580,76,97,7714,crushing discoveredAttack middlegame short,https://lichess.org/TZ5yO9nx#35,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,0.7739367093396108
QclZV,8/8/7p/p1k4B/P5p1/1PK5/2P1b2P/8 w - - 3 36,h2h3 g4g3 h5e2 g3g2,1521,73,95,31853,advancedPawn bishopEndgame crushing endgame sacrifice short,https://lichess.org/HD69CtLQ#71,,0.8023435560802324
gl333,3r2k1/5pp1/5q1p/2p5/1b2P3/2N1Q2P/PrP2P2/R1K2R2 w - - 4 21,c1b2 b4c3 e3c3 d8b8 b2c1 f6c3,1300,74,96,23000,crushing deflection long middlegame pin,https://lichess.org/3celvWuz#41,,0.7801585245475209
x8egb,Q5k1/3pq1p1/1n2p1Br/p3P2p/1n1P3P/2R5/1P3PP1/2R3K1 b - - 0 24,b6a8 c3c8 e7f8 c8f8 g8f8 c1c8 f8e7 c8e8,1710,78,95,18672,advantage discoveredAttack middlegame short,https://lichess.org/cPi5bKAe/black#48,,0.7815602232983618
Qi8Fm,3r2k1/5p1p/6p1/3qn3/3N4/2Q3P1/1P3P1P/4R1K1 w - - 7 28,f2f4 d5d4 c3d4 e5f3 g1f2 f3d4,1551,74,94,12817,attraction crushing endgame fork long master sacrifice,https://lichess.org/jDJ30PHn#55,,0.7782355544479388
c0HrP,2kr3r/ppp2pp1/4b3/3P3p/6n1/1PN3P1/P1PQBq1P/R1K4R b - - 0 17,e6d5 e2g4 h5g4 d2f2,1341,76,95,30673,crushing discoveredAttack middlegame short,https://lichess.org/pIASmFaa/black#34,Russian_Game Russian_Game_Stafford_Gambit,0.783582136242735
DeEVT,r3r1k1/1p3pp1/5q1p/pP2N3/Pb1P4/8/2Q2PPP/1B4K1 b - - 2 25,b4d6 c2h7 g8f8 e5d7 f8e7 d7f6,1534,75,96,20764,crushing fork long middlegame,https://lichess.org/qm15irWr/black#50,,0.7927930485718322
iI4Im,r3kb1r/pp2pppp/5n2/8/5Bb1/5N2/PP2BPPP/3RK2R b Kkq - 0 11,e7e6 e2b5 e8e7 f4d6 e7d8 d6f8,1389,76,95,29383,advantage deflection discoveredAttack long master middlegame,https://lichess.org/4Kprmm9m/black#22,Queens_Pawn_Game Queens_Pawn_Game_London_System,0.7859943518298391
P6Kze,r3r1k1/pppq1pbp/3p1np1/3N4/2PQP3/1P4P1/PB3PK1/R4R2 b - - 2 15,f6h5 d4g7 h5g7 d5f6,1593,75,97,6208,advantage kingsideAttack middlegame sacrifice short,https://lichess.org/ATKNUsIZ/black#30,Hungarian_Opening Hungarian_Opening_Other_variations,0.7713830621810511
svXYO,1r4k1/p3q1b1/1r1pp2p/1np3p1/Q3P1P1/2P1NN2/PP1R1PP1/2K4R w - - 9 24,d2c2 b5c3 b2c3 b6b1 c1d2 b1h1,1484,77,94,26154,advantage clearance long master middlegame sacrifice skewer,https://lichess.org/92q5Z0WT#47,,0.7853578872814155
83tFg,rnb1kb1r/p4p2/2p1p2p/q2nP3/1ppP3B/2N2N2/PPQ2PPP/R3KB1R w KQkq - 0 12,c3e4 b4b3 c2d2 f8b4,1475,75,96,16471,advantage clearance discoveredAttack middlegame pin short,https://lichess.org/EidpoLU1#23,Semi-Slav_Defense Semi-Slav_Defense_Botvinnik_Variation,0.7830837874973834
plCwm,1k2r3/pp4p1/6Pp/3prp1P/2nN4/3R4/PPP5/2K2R2 w - - 6 26,d4f5 e5f5 f1f5 e8e1 d3d1 e1d1 c1d1 c4e3 d1e2 e3f5,1880,72,95,12891,attraction clearance crushing endgame fork sacrifice veryLong,https://lichess.org/p9SvkaIa#51,,0.7706239023509209
nIUvb,1r1r2k1/p1q1bppp/1p3n2/2pP2B1/8/6P1/PPQ2PBP/3RR1K1 b - - 7 22,f6d5 d1d5 d8d5 e1e7,1938,77,90,135413,advantage middlegame short,https://lichess.org/WMcZL019/black#44,,0.7989099828924227
y4WWi,2kr1b1r/ppp1pppp/2n5/4N2q/3P2n1/2N5/PPPB1PP1/R2Q1RK1 w - - 0 12,d1g4 h5g4 e5g4 d8d4,1469,77,96,22417,advantage middlegame short,https://lichess.org/INV9sIZL#23,Scandinavian_Defense Scandinavian_Defense_Main_Line,0.7866298009527464
